id,name,category,description,tags
"sma6hljdkp","Radiating Pelvic Nausea","symptoms","Patient experiences radiating  nausea in the pelvic  region.","nausea;symptom;pelvic;radiating"
"doq9895p60","Systemic stomatospasm","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;spasm;disease;systemic"
"sin6qhw4lk","Pelvic Numbness","symptoms","Patient experiences  numbness in the pelvic  region.","numbness;symptom;pelvic"
"mokqdmd4ja","Fluomab Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","mab;suspension;medicine;treatment"
"dwmvd0ilph","Encephalopathy","diseases","A general medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;pathy;disease"
"mgxull35x1","Ibunib Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","nib;injection;medicine;treatment"
"s8wnjzaufr","Radiating Gastric Numbness","symptoms","Patient experiences radiating  numbness in the gastric  region.","numbness;symptom;gastric;radiating"
"dhpjsfo2no","Rhinoosis","diseases","A general medical condition characterized by inflammation or abnormal state of the rhino system.","rhino;osis;disease"
"t0xixa9h05","Syndrome Cerebral","terms","A clinical term referring to syndrome cerebral.","term;medical;clinical"
"d1hhsc4z6c","Osteorrhexis","diseases","A general medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;rrhexis;disease"
"dui9l7c13c","Malignant neurosthenia","diseases","A malignant  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;sthenia;disease;malignant"
"drhkayq5dl","Systemic phlebooma","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the phlebo system.","phlebo;oma;disease;systemic"
"su6gwtizm2","Intermittent Tenderness","symptoms","Patient experiences intermittent  tenderness in the affected region.","tenderness;symptom;intermittent"
"dup1g3aefq","Osteoplegia","diseases","A general medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;plegia;disease"
"d0jkgcoh9x","Splenoosis","diseases","A general medical condition characterized by inflammation or abnormal state of the spleno system.","spleno;osis;disease"
"d2ogan3bq5","Osteoemia","diseases","A general medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;emia;disease"
"dkr1ylu58a","Oculopenia","diseases","A general medical condition characterized by inflammation or abnormal state of the oculo system.","oculo;penia;disease"
"s30zax7ogq","Gradual Bleeding","symptoms","Patient experiences gradual  bleeding in the affected region.","bleeding;symptom;gradual"
"mv7o6b1u5k","Doxyxetine Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","xetine;suppository;medicine;treatment"
"spaur5u4hr","Severe Nasal Tremors","symptoms","Patient experiences severe  tremors in the nasal  region.","tremors;symptom;nasal;severe"
"diuagzn02u","Encephalosclerosis","diseases","A general medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;sclerosis;disease"
"mhf2wb8vgm","Ibuxetine Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","xetine;ointment;medicine;treatment"
"tzov7sn2ug","Chronic Process","terms","A clinical term referring to chronic process.","term;medical;clinical"
"svbi6fg0r5","Pulmonary Discharge","symptoms","Patient experiences  discharge in the pulmonary  region.","discharge;symptom;pulmonary"
"mvmrcw5bl5","Gabapro Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","pro;ointment;medicine;treatment"
"s6cbcw82xg","Spinal Discharge","symptoms","Patient experiences  discharge in the spinal  region.","discharge;symptom;spinal"
"sn7urfuodq","Sudden Cardiac Tremors","symptoms","Patient experiences sudden  tremors in the cardiac  region.","tremors;symptom;cardiac;sudden"
"ds87tqiw0h","Localized otoitis","diseases","A localized  medical condition characterized by inflammation or abnormal state of the oto system.","oto;itis;disease;localized"
"d31wmrucv5","Oculomegaly","diseases","A general medical condition characterized by inflammation or abnormal state of the oculo system.","oculo;megaly;disease"
"s6pafkw67d","Constant Numbness","symptoms","Patient experiences constant  numbness in the affected region.","numbness;symptom;constant"
"mm18xii992","Doxyvir Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","vir;tablets;medicine;treatment"
"s0n5undtlk","Worsening Tenderness","symptoms","Patient experiences worsening  tenderness in the affected region.","tenderness;symptom;worsening"
"mnvaxpkg5f","Bupanib Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","nib;tablets;medicine;treatment"
"d49t0lrn9l","Arteriomalacia","diseases","A general medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;malacia;disease"
"md5fbgm2ly","Paroxpro Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","pro;cream;medicine;treatment"
"dt97zral37","Systemic stomatoitis","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;itis;disease;systemic"
"d2k08haix8","Myoplasia","diseases","A general medical condition characterized by inflammation or abnormal state of the myo system.","myo;plasia;disease"
"drdpbdgze1","Genetic myeloplegia","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the myelo system.","myelo;plegia;disease;genetic"
"dcay5b56wj","Secondary myoalgia","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the myo system.","myo;algia;disease;secondary"
"spcll48tnb","Pulmonary Swelling","symptoms","Patient experiences  swelling in the pulmonary  region.","swelling;symptom;pulmonary"
"ddnkfv950s","Secondary endorrhexis","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the endo system.","endo;rrhexis;disease;secondary"
"mxwzsbvivo","Loxapro Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","pro;injection;medicine;treatment"
"dnoekksbtn","Genetic gnathmalacia","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;malacia;disease;genetic"
"dj2pfxaeor","Malignant otoplegia","diseases","A malignant  medical condition characterized by inflammation or abnormal state of the oto system.","oto;plegia;disease;malignant"
"st7ziz0zqh","Mild Oral Weakness","symptoms","Patient experiences mild  weakness in the oral  region.","weakness;symptom;oral;mild"
"m026r2ulga","Amibuterol Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","buterol;injection;medicine;treatment"
"dylha0qnfx","Bacterial stomatopenia","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;penia;disease;bacterial"
"dixj08c7uj","Pulmoplegia","diseases","A general medical condition characterized by inflammation or abnormal state of the pulmo system.","pulmo;plegia;disease"
"mrijrpmf5v","Doxyglinide Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","glinide;suspension;medicine;treatment"
"doxpj729t5","Localized endopathy","diseases","A localized  medical condition characterized by inflammation or abnormal state of the endo system.","endo;pathy;disease;localized"
"dxhl9fd5z4","Idiopathic encephalomalacia","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;malacia;disease;idiopathic"
"dj6caelov7","Primary neuroosis","diseases","A primary  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;osis;disease;primary"
"mh5dt0n1b1","Epifloxin Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","floxin;cream;medicine;treatment"
"s939zg9gfr","Constant Nasal Tremors","symptoms","Patient experiences constant  tremors in the nasal  region.","tremors;symptom;nasal;constant"
"sdyf2r194k","Severe Aural Fatigue","symptoms","Patient experiences severe  fatigue in the aural  region.","fatigue;symptom;aural;severe"
"sxtmx6niby","Ocular Weakness","symptoms","Patient experiences  weakness in the ocular  region.","weakness;symptom;ocular"
"dn61dxwwz3","Localized splenoitis","diseases","A localized  medical condition characterized by inflammation or abnormal state of the spleno system.","spleno;itis;disease;localized"
"dz55umraq1","Stomatosclerosis","diseases","A general medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;sclerosis;disease"
"m34ic98kis","Amiazole Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","azole;syrup;medicine;treatment"
"m33t15gtnq","Fluosartan Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","sartan;cream;medicine;treatment"
"shi47rpucv","Improving Cramping","symptoms","Patient experiences improving  cramping in the affected region.","cramping;symptom;improving"
"sco1eq4q37","Constant Pelvic Swelling","symptoms","Patient experiences constant  swelling in the pelvic  region.","swelling;symptom;pelvic;constant"
"d6acjn5l4j","Genetic otopathy","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the oto system.","oto;pathy;disease;genetic"
"slbonskrcy","Mild Soreness","symptoms","Patient experiences mild  soreness in the affected region.","soreness;symptom;mild"
"m25wq8igh3","Loxanib Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","nib;cream;medicine;treatment"
"dkqy6d31ae","Viral stomatoplasia","diseases","A viral  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;plasia;disease;viral"
"dxo94n6e10","Acute myomalacia","diseases","A acute  medical condition characterized by inflammation or abnormal state of the myo system.","myo;malacia;disease;acute"
"mu4a5u8lze","Hydromycin Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","mycin;drops;medicine;treatment"
"d8un3tg6uf","Bacterial hemoosis","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the hemo system.","hemo;osis;disease;bacterial"
"mxfp8meq14","Simafloxin Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","floxin;capsules;medicine;treatment"
"d8lfzpebvs","Acquired gnathosis","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;osis;disease;acquired"
"m4s40dmm2u","Duracillin Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","cillin;inhaler;medicine;treatment"
"s232wg8a58","Localized Ocular Cramping","symptoms","Patient experiences localized  cramping in the ocular  region.","cramping;symptom;ocular;localized"
"dkz6xkzrl4","Bacterial keratopathy","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the kerato system.","kerato;pathy;disease;bacterial"
"dje1rfu8rz","Acquired neurospasm","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;spasm;disease;acquired"
"s879vt385c","Constant Ocular Burning","symptoms","Patient experiences constant  burning in the ocular  region.","burning;symptom;ocular;constant"
"mfpo7w3mrz","Fentamab Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","mab;suppository;medicine;treatment"
"snzx1vhmff","Constant Lumbar Pain","symptoms","Patient experiences constant  pain in the lumbar  region.","pain;symptom;lumbar;constant"
"mcr98osfbu","Amivir Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","vir;capsules;medicine;treatment"
"mxnw5thn2y","Bupafloxin Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","floxin;solution;medicine;treatment"
"d4a4p9gnwy","Idiopathic keratoosis","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the kerato system.","kerato;osis;disease;idiopathic"
"mqpi7x6mgx","Lisicillin Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","cillin;inhaler;medicine;treatment"
"ss8b4hueuy","Throbbing Lumbar Dizziness","symptoms","Patient experiences throbbing  dizziness in the lumbar  region.","dizziness;symptom;lumbar;throbbing"
"duqvknjnhw","Congenital endooma","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the endo system.","endo;oma;disease;congenital"
"mpmjurh6dl","Doxysartan Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","sartan;ointment;medicine;treatment"
"m4ofr8rk2i","Cefaazole Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","azole;suppository;medicine;treatment"
"stym0c4105","Dermal Tingling","symptoms","Patient experiences  tingling in the dermal  region.","tingling;symptom;dermal"
"dwluj2a21n","Viral gastroplasia","diseases","A viral  medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;plasia;disease;viral"
"mwbxt4ns6s","Bupabuterol Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","buterol;gel;medicine;treatment"
"dyx23kn7f4","Pulmoplasia","diseases","A general medical condition characterized by inflammation or abnormal state of the pulmo system.","pulmo;plasia;disease"
"svxw2lf3n2","Throbbing Oral Spasms","symptoms","Patient experiences throbbing  spasms in the oral  region.","spasms;symptom;oral;throbbing"
"m8x9ae8hox","Hydronib Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","nib;patch;medicine;treatment"
"sb2xw87fsg","Moderate Nasal Tingling","symptoms","Patient experiences moderate  tingling in the nasal  region.","tingling;symptom;nasal;moderate"
"sn22psrk3e","Gradual Renal Stiffness","symptoms","Patient experiences gradual  stiffness in the renal  region.","stiffness;symptom;renal;gradual"
"t3yp74ok4y","Acquired Process","terms","A clinical term referring to acquired process.","term;medical;clinical"
"dsey99sbgq","Hepatopathy","diseases","A general medical condition characterized by inflammation or abnormal state of the hepato system.","hepato;pathy;disease"
"mlsc6w2nqr","Doxyfloxin Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","floxin;ointment;medicine;treatment"
"swgsvnjv9d","Renal Weakness","symptoms","Patient experiences  weakness in the renal  region.","weakness;symptom;renal"
"shnyjmoaul","Dull Bleeding","symptoms","Patient experiences dull  bleeding in the affected region.","bleeding;symptom;dull"
"d8tp8swzw4","Hepatoosis","diseases","A general medical condition characterized by inflammation or abnormal state of the hepato system.","hepato;osis;disease"
"d8jjornpdg","Localized otoplasia","diseases","A localized  medical condition characterized by inflammation or abnormal state of the oto system.","oto;plasia;disease;localized"
"m48uwh57fw","Gabavir Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","vir;drops;medicine;treatment"
"svax9qh1eq","Dull Cardiac Burning","symptoms","Patient experiences dull  burning in the cardiac  region.","burning;symptom;cardiac;dull"
"meqj6gbdww","Hydronib Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","nib;injection;medicine;treatment"
"dlq1vdcwoq","Neurosclerosis","diseases","A general medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;sclerosis;disease"
"m1z61l2bb7","Loxafloxin Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","floxin;tablets;medicine;treatment"
"spi2ijkd3d","Mild Thoracic Aching","symptoms","Patient experiences mild  aching in the thoracic  region.","aching;symptom;thoracic;mild"
"mds9tnv0lf","Gabavir Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","vir;suppository;medicine;treatment"
"du24alaj6f","Acute hepatoplegia","diseases","A acute  medical condition characterized by inflammation or abnormal state of the hepato system.","hepato;plegia;disease;acute"
"sql7ksw1br","Localized Spasms","symptoms","Patient experiences localized  spasms in the affected region.","spasms;symptom;localized"
"myioopao3o","Bupaterol Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","terol;capsules;medicine;treatment"
"mi102l92ug","Fluoxetine Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","xetine;gel;medicine;treatment"
"s935gv5r55","Mild Renal Numbness","symptoms","Patient experiences mild  numbness in the renal  region.","numbness;symptom;renal;mild"
"sfq4379q9a","Dull Chills","symptoms","Patient experiences dull  chills in the affected region.","chills;symptom;dull"
"dpb5h300js","Malignant cholepathy","diseases","A malignant  medical condition characterized by inflammation or abnormal state of the chole system.","chole;pathy;disease;malignant"
"tmbdcdqc6v","Nasal Pathway","terms","A clinical term referring to nasal pathway.","term;medical;clinical"
"mt04bfh67w","Metamycin Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","mycin;gel;medicine;treatment"
"d39ldcn07v","Hemooma","diseases","A general medical condition characterized by inflammation or abnormal state of the hemo system.","hemo;oma;disease"
"dy16qy31gs","Myomalacia","diseases","A general medical condition characterized by inflammation or abnormal state of the myo system.","myo;malacia;disease"
"sbrqmgzn5e","Sharp Pelvic Cramping","symptoms","Patient experiences sharp  cramping in the pelvic  region.","cramping;symptom;pelvic;sharp"
"mtnmrm8bmt","Duradipine Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","dipine;gel;medicine;treatment"
"mrhd7cw17y","Lisivir Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","vir;suppository;medicine;treatment"
"swfncbad85","Radiating Nasal Soreness","symptoms","Patient experiences radiating  soreness in the nasal  region.","soreness;symptom;nasal;radiating"
"mm83td0z7w","Clindapril Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","pril;inhaler;medicine;treatment"
"saspjg811z","Constant Spinal Aching","symptoms","Patient experiences constant  aching in the spinal  region.","aching;symptom;spinal;constant"
"d8fp7967rd","Fungal pulmoplegia","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the pulmo system.","pulmo;plegia;disease;fungal"
"mshrhdd91i","Cefaazole Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","azole;inhaler;medicine;treatment"
"mehbjnsukx","Durastatin Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","statin;cream;medicine;treatment"
"s3p6kzgn7x","Throbbing Ocular Soreness","symptoms","Patient experiences throbbing  soreness in the ocular  region.","soreness;symptom;ocular;throbbing"
"m9f3k4fmun","Paroxxetine Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","xetine;cream;medicine;treatment"
"medvud497e","Simanib Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","nib;syrup;medicine;treatment"
"m31nx4ztt0","Atomycin Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","mycin;inhaler;medicine;treatment"
"dwfw2ccnt5","Viral stomatoosis","diseases","A viral  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;osis;disease;viral"
"sfi3wk7w74","Constant Nausea","symptoms","Patient experiences constant  nausea in the affected region.","nausea;symptom;constant"
"did68bgymf","Systemic oculoitis","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the oculo system.","oculo;itis;disease;systemic"
"ds1us86z95","Secondary phlebooma","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the phlebo system.","phlebo;oma;disease;secondary"
"m9slsbgyq7","Durasartan Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","sartan;tablets;medicine;treatment"
"db26clqcgi","Rhinoemia","diseases","A general medical condition characterized by inflammation or abnormal state of the rhino system.","rhino;emia;disease"
"mq8kf1clzj","Epizepam Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","zepam;gel;medicine;treatment"
"m5kt5362fu","Doxysartan Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","sartan;injection;medicine;treatment"
"t8oxba2xoa","Localized Pulmonary","terms","A clinical term referring to localized pulmonary.","term;medical;clinical"
"tn625o4edi","Viral Syndrome","terms","A clinical term referring to viral syndrome.","term;medical;clinical"
"dc2yh9tsyq","Viral gastroitis","diseases","A viral  medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;itis;disease;viral"
"danyo7o97f","Viral nephroplasia","diseases","A viral  medical condition characterized by inflammation or abnormal state of the nephro system.","nephro;plasia;disease;viral"
"ms21ilubi8","Ketofloxin Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","floxin;powder;medicine;treatment"
"tnli5s01kn","Pathway Fungal","terms","A clinical term referring to pathway fungal.","term;medical;clinical"
"d7ydbft51a","Fungal stomatosthenia","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;sthenia;disease;fungal"
"dou3ucfwpf","Acquired nephrorrhea","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the nephro system.","nephro;rrhea;disease;acquired"
"t0mwe1pbkj","Chronic Factor","terms","A clinical term referring to chronic factor.","term;medical;clinical"
"d2i527vv1j","Localized oculosclerosis","diseases","A localized  medical condition characterized by inflammation or abnormal state of the oculo system.","oculo;sclerosis;disease;localized"
"mla1yq5x21","Gabaxetine Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","xetine;capsules;medicine;treatment"
"d0tlkn2kf0","Endotrophy","diseases","A general medical condition characterized by inflammation or abnormal state of the endo system.","endo;trophy;disease"
"s8nkte1gps","Gradual Spinal Numbness","symptoms","Patient experiences gradual  numbness in the spinal  region.","numbness;symptom;spinal;gradual"
"tcuegs0umz","Benign Pulmonary","terms","A clinical term referring to benign pulmonary.","term;medical;clinical"
"soft0qjtzg","Constant Oral Chills","symptoms","Patient experiences constant  chills in the oral  region.","chills;symptom;oral;constant"
"mlblsp5grl","Fentadipine Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","dipine;capsules;medicine;treatment"
"dtod1u473s","Chronic nephromegaly","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the nephro system.","nephro;megaly;disease;chronic"
"d198o9ofz9","Bacterial osteorrhexis","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;rrhexis;disease;bacterial"
"t3yomv1wvj","Aural Fungal","terms","A clinical term referring to aural fungal.","term;medical;clinical"
"mq84fibzt0","Metafloxin Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","floxin;syrup;medicine;treatment"
"mekw098eua","Atocycline Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","cycline;capsules;medicine;treatment"
"m3eyws6dl0","Cefapril Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","pril;injection;medicine;treatment"
"d05t2zk9p6","Genetic endoosis","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the endo system.","endo;osis;disease;genetic"
"seit1wzdl5","Sudden Thoracic Fatigue","symptoms","Patient experiences sudden  fatigue in the thoracic  region.","fatigue;symptom;thoracic;sudden"
"mpefdliqxf","Cefavir Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","vir;suspension;medicine;treatment"
"m1zl2i4xyq","Loxadipine Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","dipine;suppository;medicine;treatment"
"mimhojyigq","Sertaxetine Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","xetine;suppository;medicine;treatment"
"mu62dwe5ul","Levalol Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","lol;syrup;medicine;treatment"
"m9hngf8lv1","Levafloxin Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","floxin;drops;medicine;treatment"
"twvvtrrt0t","Hepatic Process","terms","A clinical term referring to hepatic process.","term;medical;clinical"
"md5dlbwb3c","Clindanib Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","nib;injection;medicine;treatment"
"mq8oh9hq4i","Albusartan Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","sartan;inhaler;medicine;treatment"
"dr2i0sfm6k","Dermapathy","diseases","A general medical condition characterized by inflammation or abnormal state of the derma system.","derma;pathy;disease"
"d3hjfac5rw","Genetic encephalopenia","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;penia;disease;genetic"
"t0bm2jrlux","Pathway Pelvic","terms","A clinical term referring to pathway pelvic.","term;medical;clinical"
"slum3ezd0a","Renal Tremors","symptoms","Patient experiences  tremors in the renal  region.","tremors;symptom;renal"
"d1fwzbk0md","Acquired osteooma","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;oma;disease;acquired"
"t5khxnsj7x","Factor Dermal","terms","A clinical term referring to factor dermal.","term;medical;clinical"
"mcm3durpyg","Ibuxetine Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","xetine;gel;medicine;treatment"
"mqp9j107cu","Ibupril Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","pril;syrup;medicine;treatment"
"scbwcvyyeu","Moderate Fever","symptoms","Patient experiences moderate  fever in the affected region.","fever;symptom;moderate"
"m5t2drr6xc","Simanib Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","nib;cream;medicine;treatment"
"s7nhnmmbuc","Localized Aural Inflammation","symptoms","Patient experiences localized  inflammation in the aural  region.","inflammation;symptom;aural;localized"
"sp8vgoe4xx","Improving Pain","symptoms","Patient experiences improving  pain in the affected region.","pain;symptom;improving"
"ts1bdyzyt5","Systemic Pathway","terms","A clinical term referring to systemic pathway.","term;medical;clinical"
"sg6cbfusac","Constant Bleeding","symptoms","Patient experiences constant  bleeding in the affected region.","bleeding;symptom;constant"
"dl2nq5l55x","Arteriospasm","diseases","A general medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;spasm;disease"
"dr81wmqyp8","Nephroalgia","diseases","A general medical condition characterized by inflammation or abnormal state of the nephro system.","nephro;algia;disease"
"mz7mh3yu9g","Simamab Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","mab;drops;medicine;treatment"
"duzkms9zsr","Gastromegaly","diseases","A general medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;megaly;disease"
"mdrqs1n4g1","Omepro Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","pro;cream;medicine;treatment"
"mmls10tohf","Clindadipine Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","dipine;tablets;medicine;treatment"
"dvgd855wuw","Idiopathic osteopenia","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;penia;disease;idiopathic"
"m24l5ucv4b","Citafloxin Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","floxin;suppository;medicine;treatment"
"s13dyq1zwr","Moderate Tingling","symptoms","Patient experiences moderate  tingling in the affected region.","tingling;symptom;moderate"
"sgtb9sfrca","Radiating Pelvic Discharge","symptoms","Patient experiences radiating  discharge in the pelvic  region.","discharge;symptom;pelvic;radiating"
"meezke1wus","Doxyfloxin Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","floxin;gel;medicine;treatment"
"de0np4ereq","Secondary cardioemia","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the cardio system.","cardio;emia;disease;secondary"
"sk4heu6mqy","Hepatic Spasms","symptoms","Patient experiences  spasms in the hepatic  region.","spasms;symptom;hepatic"
"so1jr3uqrd","Mild Fatigue","symptoms","Patient experiences mild  fatigue in the affected region.","fatigue;symptom;mild"
"d15d1yn3dc","Viral cardiorrhea","diseases","A viral  medical condition characterized by inflammation or abnormal state of the cardio system.","cardio;rrhea;disease;viral"
"sifsgq0dmj","Mild Nasal Fatigue","symptoms","Patient experiences mild  fatigue in the nasal  region.","fatigue;symptom;nasal;mild"
"s12mud2qvy","Oral Itching","symptoms","Patient experiences  itching in the oral  region.","itching;symptom;oral"
"mosadhqyoj","Metacycline Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","cycline;gel;medicine;treatment"
"ddnkapj85j","Systemic hepatorrhexis","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the hepato system.","hepato;rrhexis;disease;systemic"
"dm363thqi3","Idiopathic arteriorrhea","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;rrhea;disease;idiopathic"
"t6c3h2vm6g","Pulmonary Syndrome","terms","A clinical term referring to pulmonary syndrome.","term;medical;clinical"
"s5wlppyx3q","Throbbing Tingling","symptoms","Patient experiences throbbing  tingling in the affected region.","tingling;symptom;throbbing"
"sy36u2jh0r","Spinal Swelling","symptoms","Patient experiences  swelling in the spinal  region.","swelling;symptom;spinal"
"sci6lyil5s","Improving Soreness","symptoms","Patient experiences improving  soreness in the affected region.","soreness;symptom;improving"
"dq3co9q737","Lymphooma","diseases","A general medical condition characterized by inflammation or abnormal state of the lympho system.","lympho;oma;disease"
"dd9fhl2wsz","Chronic nephromalacia","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the nephro system.","nephro;malacia;disease;chronic"
"daz4w5q9qh","Fungal myeloosis","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the myelo system.","myelo;osis;disease;fungal"
